siteName,siteStatus,siteOperation,siteState,siteZip,siteDistrict,siteCounty,contactPhone,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,_updatedOn,siteAddress
The Trails of Redmond (at 40th St Entrance),,M-F 12:25PM-12:40PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16539 NE 35th Ct, Redmond"
Tillicum Middle School,,M-F 12:15PM-12:30PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1280 160th Ave SE, Bellevue"
Tyee Middle School,,M-F 12:00PM-12:15PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"13630 SE Allen Rd, Bellevue"
Wilburton Elementary ,,M-F 12:45PM-1:10PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"12300 Main St, Bellevue"
Woodridge Elementary,,M-F 12:45PM-1:00PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"12619 SE 20th Pl, Bellevue"
Sammamish High School,,M-F 11:00am-12:00pm,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"100 140th Ave SE, Bellevue"
Lake Hills Elementary,,M-F 11:00am-12:00pm,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"100 140th Ave SE, Bellevue"
Stevenson Elementary,,M-F 11:00am-12:00pm,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,14220 NE 8th St
Finn Hill Middle School,,M-F 10:30AM-12:00PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"8040 NE 132nd St, Kirkland"
Inglewood Middle School,,M-F 10:30AM-12:00PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"24120 NE 8th St, Sammamish"
Kamiakin Middle School,,M-F 10:30AM-12:00PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"14111 132nd Ave NE, Kirkland"
Redmond Middle School ,,M-F 10:30AM-12:00PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"10055 166th Ave NE, Redmond"
Rose Hill Middle School,,M-F 10:30AM-12:00PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"13505 NE 75th St, Redmond"
Timberline Middle School,,M-F 10:30AM-12:00PM,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,"9900 Redmond Ridge Dr. NE, Redmond"
Mercer Island School District students,,Pre-order lunch available for pickup at Mercer Island High School and Islander Middle School. Visit the school district webpage for more information.,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,
Northshore School District students,,Pre-order meals available for pickup at 33 locations. Visit the school district webpage for more information.,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,
Riverview School District students,,Pre-order meals available for pick up at Cherry Valley Elementary and Carnation Elementary. Visit the school district webpage for more information.,WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,
Snoqualmie Valley School District students,,"Starting Wednesday, March 18th meals will be available for Snoqualmie Valley students. Details to come next week.",WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,
Vashon Island School District students,,"Starting Monday, March 16th meals will be available for Vashon Island students. Details to come. Find more information here.",WA,,East King County,King County,,,,,,,Sat Apr 11 05:41:06 2020,
Adelaide Elementary School ,,M-F 11:30AM – 12:00AM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,1635 SW 304th St. Federal Way
Appian Way ,,M-F 12:20PM – 1:25PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,25818 26th Pl. S. Kent
Camelot Square,,M-F 10:45-11:50am,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3001 S 288 St, Federal Way"
Crestview West,,M-F 1:55-3:00pm,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,"27912 Pacific Hwy S, Federal Way"
Decatur High School,,M-F 10:00AM – 12:00PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,2800 SW 320th St. Federal Way
Federal Way High School,,M-F 10:00AM – 12:00PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,30611 16th Ave. S. Federal Way
Mark Twain Elementary School ,,M-F 11:30AM – 12 PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,2450 S. Star Lake Rd. Federal Way
Thomas Jefferson High School ,,M-F 10:00AM – 12:00PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,4248 S. 288th St. Auburn
Todd Beamer High School ,,M-F 10:00AM – 12:00PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,35999 16th Ave. S. Federal Way
Twin Lakes Elementary School ,,M-F 11:30AM – 12 PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,4400 SW 320th St. Federal Way
Encore Apartment Homes ,,M-F 12:30PM – 1:00PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,125 SW Campus Dr. Federal Way
Glen Park ,,M-F 11:30AM – 12:00PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,952 SW Campus Dr. Federal Way
Pavilion,,M-F 12:30PM – 1:00PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,1900 SW Campus Dr. Federal Way
View at the Lake ,,M-F 12:30PM – 1:00PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,30602 Pacific Highway S. Federal Way
Good Shepherd Episcopal Church ,,M-F 12:30PM – 1:00PM,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,345 S. 312th St. Federal Way
Kitts Corner,,M-F 10:45-11:50am,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1201 S 336th St, Federal Way"
Uptown Square Apts,,M-F 12:20-1:25pm,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1066 S 320th St, Federal Way"
Campus View Apts,,M-F 1:55-3:00pm,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,"163 S 340th St, Federal Way"
Enchanted Woods,,M-F 10:45-11:50am,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2020 S 360th St, Federal Way"
Park 16,,M-F 12:20-1:25pm,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,"35703 16th Ave S, Federal Way"
Westway,,M-F 1:55-3:00pm,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,"33400 21st Ave SW, Federal Way"
Appian Way,,M-F 12:20-1:25pm,WA,,Federal Way,King County,,,,,,,Sat Apr 11 05:41:06 2020,"25818 26th Pl, Kent"
Central Office,,M-F 12:00PM-12:30PM,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"15675 Ambaum Blvd SW, Burien"
SW Boys and Girls Club,,M-F 8:00AM-9:00AM,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"9800 8TH Ave SW #105, Seattle"
Para Los Ninos,,M-F 11:30AM-12:00PM,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"425 SW 144th St., Burien"
Lake Burien Presbyterian Church,,M-F 11:00PM-11:30PM,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"15003 14th Ave SW, Seattle"
The Alcove at Seathurst Apartments,,M-F 12:00PM-12:30PM,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"14001 Ambaum Blvd SW, Burien (between buildings 2 and 4)"
Steve Cox Memorial Park,,M-F 12:00PM-12:30PM,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1321 SW 102nd, Seattle"
Glacier Middle School,,M-F 12:00PM-12:30PM,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2450 S 142nd St, SeaTac"
Pacific Middle School,,M-F 12:00PM-12:30PM,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"22705 24th Pl S, Des Moines"
White Center Heights ,,M-F 12:30PM-1:00PM,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"10015 6th Ave SW, Seattle"
Big Picture Schools,,M-F 11:00-11:30am,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"440 South 186th St, Burien"
Cascade Middle School,,M-F 12:00-12:30pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"11212 10th Ave SW, Seattle"
Chinook Middle School,,M-F 7:30-9:00am,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"18650 42nd Ave S, SeaTac"
Evergreen High School,,M-F 7:30-9:00am,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"830 SW 116th St, Seattle"
Glacier Middle School,,M-F 12:00-12:30pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2450 S 142nd St, SeaTac"
Highline Public Schools – Central Office,,M-F 12:00-12:30pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"15676 Ambaum Blvd SW, Burien"
Highline High School,,M-F 11:00-11:30am,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"615 S 200th St, Des Moines (Olympic Interim Site)"
Madrona Elementary,,M-F 12:30-1:00pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"20301 32nd Ave S, SeaTac"
"McMicken Hts Park ***Starting Tuesday, 3/17",,M-F 11:30-12:00pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"S 166th St & 40th Ave S, SeaTac"
Midway Park,,M-F 12:30-1:00pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"S 221st St & 29th Ave S, Des Moines"
Mount Rainier High School,,M-F 11:00-11:30am,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"22450 19th Ave S, Des Moines"
Pacific Middle School,,M-F 12:00-12:30pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"22705 24th Pl S, Des Moines"
Parkside Elementary,,M-F 12:00-12:30pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2104 S 247th St, Des Moines"
"Pine Ridge Apts ***Starting Tuesday, 3/17",,M-F 1:00-1:30pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3725 S 180th St, SeaTac"
Sylvester Middle School,,M-F 12:00-12:30pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16222 Sylvester Rd SW, Burien"
Tyee High School,,M-F 11:00-11:30pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"4424 S 188th St, SeaTac"
White Center Heights Elementary,,M-F 12:30-1:00pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"10015 6th Ave SW, Seattle"
Willow Lake Apts,,M-F 11:45am-12:15pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3002 32nd Ave S, SeaTac"
"Windsor Heights Apt ***Starting Tuesday, 3/17",,M-F 12:15-12:45pm,WA,,Highline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"17229 32nd Ave S, SeaTac"
Carriage Crest Elementary,,"M,W,F 10:00AM-11:00AM",WA,,Kent,King County,,,,,,,Sat Apr 11 05:41:06 2020,"18235 140th Avenue SE, Renton"
Cedar Heights Middle School,,"M,W,F 10:00AM-11:00AM",WA,,Kent,King County,,,,,,,Sat Apr 11 05:41:06 2020,"19640 SE 272nd St, Covington"
Covington Elementary,,"M,W,F 10:00AM-11:00AM",WA,,Kent,King County,,,,,,,Sat Apr 11 05:41:06 2020,"25811 156th Ave SE, Covington"
Kent Elementary,,"M,W,F 10:00AM-11:00AM",WA,,Kent,King County,,,,,,,Sat Apr 11 05:41:06 2020,"24700 64th Avenue S, Kent"
Kent-Meridian High School,,"M,W,F 10:00AM-11:00AM",WA,,Kent,King County,,,,,,,Sat Apr 11 05:41:06 2020,"10020 SE 256th St, Kent"
Kentridge High School,,"M,W,F 10:00AM-11:00AM",WA,,Kent,King County,,,,,,,Sat Apr 11 05:41:06 2020,"12430 SE 208th St, Kent"
Neely-O’Brien Elementary,,"M,W,F 10:00AM-11:00AM",WA,,Kent,King County,,,,,,,Sat Apr 11 05:41:06 2020,"6300 S 236th St, Kent"
Benson Hill Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"18665 116th Ave SE, Renton"
Bryn Mawr Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"8212 S 118th St, Seattle"
Campbell Hill Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"6418 S 124th St, Seattle,"
Cascade Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16022- 116th Ave SE, Renton"
Creston Point Apartments,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"13445 Martin Luther King Jr Way, Seattle"
Dimmit Middle School,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"12320- 80th Ave S, Seattle"
Green Tree/ Park Hill Apartments,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"6900 S 125th St, Seattle"
Hazelwood Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"7100- 116th Ave SE, Newcastle"
Hazen High School,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1101 Hoquiam Ave NE, Renton"
Highlands Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2720 NE 7th St, Renton"
Honey Dew Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"800 Union Ave NE, Renton"
Kennydale Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1700 NE 28th St, Renton"
Lakeridge Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"7400 S 115th St, Seattle"
Lindbergh High School,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16426-128th Ave SE, Renton"
Maplewood Heights Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"130 Jericho Ave NE, Renton"
McKnight Middle School,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1200 Edmonds Ave NE, Renton"
Nelsen Middle School,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2403 Jones Ave S, Renton"
Renton High School,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"400 S 2nd St, Renton"
Renton Park Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"16828- 128th Ave SE, Renton"
Risdon Middle School,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"6928 116th Ave SE, Newcastle"
Royal Hills Apartments,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3000 Royal Hill Dr SE, Renton"
Sartori Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"332 Park Ave N, Renton"
Sierra Heights Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2501 Union Ave NE, Renton"
Stonebrook Apartments,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"12210 SE Petrovitsky Rd, Renton"
Talbot Hill Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2300 Talbot Rd S, Renton"
Talley High School,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"7800 S 132nd St, Seattle"
Tiffany Park Elementary,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1601 Lake Youngs Way SE, Renton"
Creston Point,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"13445 Martin Luther King Jr. Way, Seattle"
Green Tree/Park Hill,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"6900 S 125th St, Seattle"
Plum Tree Park,,M-F 11am-12pm,WA,,Renton,King County,,,,,,,Sat Apr 11 05:41:06 2020,"200 SW 5th Pl, Renton"
Dunlap Elementary School,,M-F 11:00am-1:00pm,WA,,Seattle – Southeast Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"4525 S Cloverdale St Seattle, WA 98118"
Emerson Elementary School,,M-F 11:00am-1:00pm,WA,,Seattle – Southeast Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"9709 60th Ave S Seattle, WA 98118"
Franklin High School,,M-F 11:00am-1:00pm,WA,,Seattle – Southeast Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3013 S Mt Baker Blvd Seattle, WA 98144"
Aki Kurose Middle School,,M-F 11:00am-1:00pm,WA,,Seattle – Southeast Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3928 S Graham St Seattle, WA 98118"
Mercer Middle School,,M-F 11:00am-1:00pm,WA,,Seattle – Southeast Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1600 S Columbian Way Seattle, WA 98108"
Rainier Beach High School,,M-F 11:00am-1:00pm,WA,,Seattle – Southeast Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"8815 Seward Park Ave S Seattle, WA 98118"
Rainier View Elementary School,,M-F 11:00am-1:00pm,WA,,Seattle – Southeast Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"11650 Beacon Ave S Seattle, WA 98178"
Rising Star @ African American Academy (Formerly Van Asselt Elementary),,M-F 11:00am-1:00pm,WA,,Seattle – Southeast Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"8311 Beacon Ave S Seattle, WA 98118"
Concord International Elementary School,,M-F 11:00am-1:00pm,WA,,Seattle – West Seattle and Southwest Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"723 S Concord St Seattle, WA 98108"
Denny International Middle School,,M-F 11:00am-1:00pm,WA,,Seattle – West Seattle and Southwest Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2601 SW Kenyon St Seattle, WA 98126"
Chief Sealth International High School,,M-F 11:00am-1:00pm,WA,,Seattle – West Seattle and Southwest Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2600 SW Thistle St Seattle, WA 98126"
West Seattle Elementary School,,M-F 11:00am-1:00pm,WA,,Seattle – West Seattle and Southwest Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"6760 34th Ave SW Seattle, WA 98126"
West Seattle High School,,M-F 11:00am-1:00pm,WA,,Seattle – West Seattle and Southwest Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3000 California Ave SW Seattle, WA 98116"
Lowell Elementary School,,M-F 11:00am-1:00pm,WA,,Seattle – Central District Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1058 E Mercer St Seattle, WA 98102"
Bailey Gatzert Elementary School,,M-F 11:00am-1:00pm,WA,,Seattle – Central District Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1301 E Yesler Way Seattle, WA 98122"
Thurgood Marshall Elementary School,,M-F 11:00am-1:00pm,WA,,Seattle – Central District Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2401 S Irving St Seattle, WA 98144"
Meany Middle School,,M-F 11:00am-1:00pm,WA,,Seattle – Central District Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"301 21st Ave E Seattle, WA 98112"
Seattle World School,,M-F 11:00am-1:00pm,WA,,Seattle – Central District Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1700 E. Union St. Seattle, WA 98122"
Catharine Blaine K-8,,M-F 11:00am-1:00pm,WA,,Seattle – Queen Anne and Magnolia School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"2550 34th Ave W Seattle, WA 98199"
McClure Middle School,,M-F 11:00am-1:00pm,WA,,Seattle – Queen Anne and Magnolia School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1915 1st Ave W Seattle, WA 98119"
Eckstein Middle School,,M-F 11:00am-1:00pm,WA,,Seattle – Northeast School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3003 NE 75th St Seattle, WA 98115"
Nathan Hale High School,,M-F 11:00am-1:00pm,WA,,Seattle – Northeast School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"10750 30th Ave NE Seattle, WA 98125"
Olympic Hills Elementary,,M-F 11:00am-1:00pm,WA,,Seattle – Northeast School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"13018 20th Ave NE Seattle, WA 98125"
Northwest School Sites,,"1418 NW 65th St Seattle, WA 98117",WA,,Seattle – Northwest School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,Ballard High School
Broadview-Thomson K-8,,M-F 11:00am-1:00pm,WA,,Seattle – Northwest School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"13052 Greenwood Ave N Seattle, WA 98133"
Cedarvale Village,,M-F 1:00 – 1:30 pm    ,WA,,Seattle – Northwest School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"11050 8th Ave NE Seattle, WA 98125"
Jackson Park Village,,M-F 12:00 – 12:30 pm ,WA,,Seattle – Northwest School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"14374 30th Ave NE Seattle, WA 98125"
Lake City Court,,M-F  11:00 – 11:30 am  ,WA,,Seattle – Northwest School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"12536 33rd Ave. NE Seattle, WA 98125"
Robert Eagle Staff Middle School,,M-F 11:00am-1:00pm,WA,,Seattle – Northwest School Sites,King County,,,,,,,Sat Apr 11 05:41:06 2020,"1330 N 90th St Seattle, WA 98103"
Shoreline Public Schools–Central Kitchen,,M-F 11:30-12:30pm,WA,,Shoreline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"Located inside Hamlin Park off of 15th Ave NE, Shoreline"
Shorewood High School,,M-F 11:30-12:30pm,WA,,Shoreline,King County,,,,,,,Sat Apr 11 05:41:06 2020,"17300 Fremont Ave N, Shoreline"
Tukwila School District AM Bus Stops,,Bus Routes and Schedules,WA,,Tukwila,King County,,,,,,,Sat Apr 11 05:41:06 2020,
Cascade View Elementary,,M-F 10:00am-12:00pm,WA,,Tukwila,King County,,,,,,,Sat Apr 11 05:41:06 2020,"13601 32nd Ave S, Tukwila"
Thorndyke Elementary,,M-F 10:00am-12:00pm,WA,,Tukwila,King County,,,,,,,Sat Apr 11 05:41:06 2020,"4415 S 150th St, Tukwila"
Tukwila Elementary,,M-F 10:00am-12:00pm,WA,,Tukwila,King County,,,,,,,Sat Apr 11 05:41:06 2020,"5939 S 149th St, Tukwila"
Tukwila Community Center,,M-F 10:00am-12:00pm,WA,,Tukwila,King County,,,,,,,Sat Apr 11 05:41:06 2020,"12424 42nd Ave S, Tukwila"
Tukwila Pool,,M-F 10:00am-12:00pm,WA,,Tukwila,King County,,,,,,,Sat Apr 11 05:41:06 2020,"4414 S 144th St, Tukwila"
Saars Grocery,,M-F 10:00am-12:00pm,WA,,Tukwila,King County,,,,,,,Sat Apr 11 05:41:06 2020,"3725 S 144th St, Tukwila"
Captain Johnston Blakely Elementary School,,M-F 11:00AM-12:00PM,WA,,Bainbridge Island,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"4704 Blakely Avenue, Bainbridge Island"
Ordway Elementary School,,M-F 11:00AM-12:00PM,WA,,Bainbridge Island,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"8555 Madison Avenue N, Bainbridge Island"
Captain Charles Wilkes Elementary School,,M-F 11:00AM-12:00PM,WA,,Bainbridge Island,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"12781 Madison Avenue NE, Bainbridge Island"
Camas Prairie Elementary,,M-F 10:00AM-1:00PM,WA,,Bethel,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"320 176th St E, Spanaway"
Cougar Mountain Middle School,,M-F 10:00AM-1:00PM,WA,,Bethel,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"5108 260th St E, Graham"
Graham-Kapowsin High School,,M-F 10:00AM-1:00PM,WA,,Bethel,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"7719 224th St E, Graham"
North Star Elementary,,M-F 10:00AM-1:00PM,WA,,Bethel,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"7719 224th St E, Graham"
Roy Elementary ,,M-F 10:00AM-1:00PM,WA,,Bethel,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"340 Peterson St S, Roy"
Shining Mountain Elementary ,,M-F 10:00AM-1:00PM,WA,,Bethel,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"21615 38th Ave E, Spanaway"
Spanaway Lake High School,,M-F 10:00AM-1:00PM,WA,,Bethel,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"1305 168th St E, Spanaway"
Spanaway Middle School,,M-F 10:00AM-1:00PM,WA,,Bethel,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"15701 B St E, Tacoma"
Armin Jahr Elementary,,M-F 10:00AM-12:00PM,WA,,Bremerton,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"800 Dibb Street, Bremerton"
Bremerton High School,,M-F 10:00AM-12:00PM,WA,,Bremerton,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,1500 13th Street. Bremerton
Crownhill Elementary,,M-F 10:00AM-12:00PM,WA,,Bremerton,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"1500 Rocky Point Road, Bremerton"
Kitsap Lake Elementary,,M-F 10:00AM-12:00PM,WA,,Bremerton,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"1111 Carr Blvd, Bremerton"
Mountain View Middle School,,M-F 10:00AM-12:00PM,WA,,Bremerton,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"2400 Perry Avenue, Bremerton"
Naval Avenue Early Learning Center,,M-F 10:00AM-12:00PM,WA,,Bremerton,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"900 Olympic Avenue, Bremerton"
Renaissance High School,,M-F 10:00AM-12:00PM,WA,,Bremerton,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"3400 1st Street, Bremerton"
View Ridge Elementary Arts Academy,,M-F 10:00AM-12:00PM,WA,,Bremerton,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"3250 Spruce Avenue, Bremerton"
West Hills STEM Academy,,M-F 10:00AM-12:00PM,WA,,Bremerton,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"520 National Avenue S, Bremerton"
West Sound Technical Skills Center,,M-F 10:00AM-12:00PM,WA,,Bremerton,Kitsap County,,,,,,,Sat Apr 11 05:41:06 2020,"101 National Avenue N, Bremerton"
